2023PassengerRank;AirportCode;AirportName;CityName;StateName;AverageFareDolar;InflationAdjustedAverageFareDolarBaseQuarterQ22024;2023Passengers10Sample;Quarter;Year
1701;PKB;Mid-Ohio Valley Regional;Parkersburg;WV;598,11;611,3;161; QUARTER 04 ;2023
1702;IWD;Gogebic-Iron County;Ironwood;MI;618,17;631,81;155; QUARTER 04 ;2023
1703;CEZ;Cortez Municipal;Cortez;CO;486,16;496,88;143; QUARTER 04 ;2023
1704;UIN;Quincy Regional-Baldwin Field;Quincy;IL;461,74;471,93;140; QUARTER 04 ;2023
1705;RKD;Knox County Regional;Rockland;ME;545,63;557,67;137; QUARTER 04 ;2023
1706;DUJ;DuBois Regional;DuBois;PA;530,55;542,25;134; QUARTER 04 ;2023
1707;MGW;Morgantown Municipal Walter L Bill Hart Field;Morgantown;WV;403,89;412,79;123; QUARTER 04 ;2023
1708;RUT;Rutland - Southern Vermont Regional;Rutland;VT;494,04;504,94;120; QUARTER 04 ;2023
1709;ENA;Kenai Municipal;Kenai;AK;774,4;791,48;120; QUARTER 04 ;2023
1710;TUP;Tupelo Regional;Tupelo;MS;503,04;514,14;120; QUARTER 04 ;2023
1711;LNS;Lancaster Airport;Lancaster;PA;454,24;464,25;118; QUARTER 04 ;2023
1712;PVC;Provincetown Municipal;Provincetown;MA;747;763,48;116; QUARTER 04 ;2023
1713;BRL;Southeast Iowa Regional;Burlington;IA;453,19;463,18;110; QUARTER 04 ;2023
1714;PGA;Page Municipal;Page;AZ;573,59;586,24;109; QUARTER 04 ;2023
1715;AIA;Alliance Municipal;Alliance;NE;628,29;642,14;99; QUARTER 04 ;2023
1716;AOO;Altoona-Blair County;Altoona;PA;452,55;462,53;94; QUARTER 04 ;2023
1717;IRK;Kirksville Regional;Kirksville;MO;561,64;574,03;92; QUARTER 04 ;2023
1718;TVF;Thief River Falls Regional;Thief River Falls;MN;552,88;565,07;90; QUARTER 04 ;2023
1719;SDY;Sidney Richland Regional;Sidney;MT;686,89;702,04;90; QUARTER 04 ;2023
1720;HOM;Homer Airport;Homer;AK;767,75;784,68;89; QUARTER 04 ;2023
1721;MSL;Northwest Alabama Regional;Muscle Shoals;AL;533,1;544,85;87; QUARTER 04 ;2023
1722;GLH;Greenville Mid Delta;Greenville;MS;483,25;493,91;84; QUARTER 04 ;2023
1723;BFD;Bradford Regional;Bradford;PA;391,76;400,4;76; QUARTER 04 ;2023
1724;BKG;Branson Airport;Branson;MO;85,52;87,41;65; QUARTER 04 ;2023
1725;SLK;Adirondack Regional;Saranac Lake/Lake Placid;NY;598,57;611,77;64; QUARTER 04 ;2023
1726;MCK;McCook Ben Nelson Regional;McCook;NE;513,36;524,68;62; QUARTER 04 ;2023
1727;VQS;Antonio Rivera Rodriguez;Vieques;PR;686,71;701,86;59; QUARTER 04 ;2023
1728;CDR;Chadron Municipal;Chadron;NE;572,82;585,45;57; QUARTER 04 ;2023
1729;ADK;Adak;Adak Island;AK;903;922,92;56; QUARTER 04 ;2023
1730;SOW;Show Low Regional;Show Low;AZ;554,68;566,92;54; QUARTER 04 ;2023
1731;MSS;Massena International-Richards Field;Massena;NY;608,18;621,6;53; QUARTER 04 ;2023
1732;MAZ;Eugenio Maria de Hostos;Mayaguez;PR;518,73;530,17;52; QUARTER 04 ;2023
1733;ELD;South Arkansas Regional at Goodwin Field;El Dorado;AR;508;519,2;44; QUARTER 04 ;2023
1734;HRO;Boone County;Harrison;AR;505,18;516,32;44; QUARTER 04 ;2023
1735;CNM;Cavern City Air Terminal;Carlsbad;NM;478,33;488,88;36; QUARTER 04 ;2023
1736;HOT;Memorial Field;Hot Springs;AR;484,5;495,19;34; QUARTER 04 ;2023
1737;MKK;Molokai;Hoolehua;HI;781,73;798,97;34; QUARTER 04 ;2023
1738;MKL;McKellar-Sipes Regional;Jackson;TN;360,75;368,71;32; QUARTER 04 ;2023
1739;VDZ;Valdez Pioneer Field;Valdez;AK;855;873,86;27; QUARTER 04 ;2023
1740;HVR;Havre City-County;Havre;MT;903;922,92;24; QUARTER 04 ;2023
1741;OLF;L. M. Clayton;Wolf Point;MT;805,6;823,37;21; QUARTER 04 ;2023
1742;GDV;Dawson Community;Glendive;MT;365;373,05;20; QUARTER 04 ;2023
1743;PDT;Eastern Oregon Regional at Pendleton;Pendleton;OR;495,5;506,43;17; QUARTER 04 ;2023
1744;GGW;Wokal Field Glasgow Valley County;Glasgow;MT;680,5;695,51;13; QUARTER 04 ;2023
1745;CPX;Benjamin Rivera Noriega;Culebra;PR;412;421,09;12; QUARTER 04 ;2023
1746;JBR;Jonesboro Municipal;Jonesboro;AR;233;238,14;9; QUARTER 04 ;2023
1747;LNY;Lanai Airport;Lanai;HI;527,33;538,96;5; QUARTER 04 ;2023
1748;MUE;Waimea-Kohala;Kamuela;HI;304;310,71;2; QUARTER 04 ;2023
1749;FNL;Northern Colorado Regional;Fort Collins/Loveland;CO;83;84,83;1; QUARTER 04 ;2023
1750;KSM;St. Mary's Airport;St. Mary's;AK;581;593,81;1; QUARTER 04 ;2023
